text,direction,true_label_idx,true_label_cn,pred_label,pred_label_cn,pred_idx,confidence,prob_left,prob_right,prob_bidirectional,correct,result
他看起来很普通，原来是位深藏不露的武林高手,right,1,右向(反因果),right,右向(反因果),1,0.9980864524841309,0.0008336063474416733,0.9980864524841309,0.0010800240561366081,True,✓ 正确
我找了半天钥匙，才发现它就在我的口袋里,right,1,右向(反因果),left,左向(因果),0,0.8699758052825928,0.8699758052825928,0.12696871161460876,0.003055499866604805,False,✗ 错误
这个项目一度陷入僵局，后来证明最初的思路是错的,right,1,右向(反因果),right,右向(反因果),1,0.44184646010398865,0.33121171593666077,0.44184646010398865,0.22694182395935059,True,✓ 正确
那幅画看起来平平无奇，事实上是价值连城的名作,right,1,右向(反因果),right,右向(反因果),1,0.9999523162841797,3.120490873698145e-05,0.9999523162841797,1.6509009583387524e-05,True,✓ 正确
所有人都被他骗了，他才是那个真正的幕后黑手,right,1,右向(反因果),right,右向(反因果),1,0.9999053478240967,1.6137111742864363e-05,0.9999053478240967,7.853721763240173e-05,True,✓ 正确
那家公司突然宣布破产，原来是资金链断裂了,right,1,右向(反因果),right,右向(反因果),1,0.9999274015426636,3.475976700428873e-05,0.9999274015426636,3.782616477110423e-05,True,✓ 正确
我一直以为他是南方人，没想到他普通话说得这么好,right,1,右向(反因果),right,右向(反因果),1,0.5488481521606445,0.44686293601989746,0.5488481521606445,0.00428894953802228,True,✓ 正确
这个问题困扰了我很久，最后才发现是理解错了题意,right,1,右向(反因果),right,右向(反因果),1,0.47849953174591064,0.36031374335289,0.47849953174591064,0.16118676960468292,True,✓ 正确
这起案件扑朔迷离，后来证明凶手就是最不可能的人,right,1,右向(反因果),right,右向(反因果),1,0.9384154081344604,0.015291295014321804,0.9384154081344604,0.04629335179924965,True,✓ 正确
他表面上对你很好，事实上一直在背后说你坏话,right,1,右向(反因果),right,右向(反因果),1,0.9012318849563599,0.04040331766009331,0.9012318849563599,0.05836481228470802,True,✓ 正确
我以为今天会很轻松，没想到任务一个接一个,right,1,右向(反因果),right,右向(反因果),1,0.8873971700668335,0.11036194115877151,0.8873971700668335,0.0022408943623304367,True,✓ 正确
那个看似简单的魔术，原来背后有如此复杂的机关,right,1,右向(反因果),right,右向(反因果),1,0.9999477863311768,4.1257993871113285e-05,0.9999477863311768,1.1010880371031817e-05,True,✓ 正确
我找了很久的bug，才发现是少打了一个分号,right,1,右向(反因果),left,左向(因果),0,0.8583692908287048,0.8583692908287048,0.1377531737089157,0.003877522423863411,False,✗ 错误
大家起初都反对这个计划，后来证明它是非常成功的,right,1,右向(反因果),right,右向(反因果),1,0.9997518658638,0.00014699056919198483,0.9997518658638,0.00010109308641403913,True,✓ 正确
这座城市的宁静只是表象，事实上暗流涌动,right,1,右向(反因果),right,右向(反因果),1,0.8974668383598328,0.00792308896780014,0.8974668383598328,0.09461010247468948,True,✓ 正确
我以为再也见不到他了，没想到我们会在异国他乡重逢,right,1,右向(反因果),right,右向(反因果),1,0.9230729341506958,0.07442528754472733,0.9230729341506958,0.0025018295273184776,True,✓ 正确
那栋废弃的老宅，原来藏着一个惊人的秘密,right,1,右向(反因果),right,右向(反因果),1,0.9999568462371826,2.604451401566621e-05,0.9999568462371826,1.7089925677282736e-05,True,✓ 正确
我一直无法启动电脑，才发现是电源没插,right,1,右向(反因果),left,左向(因果),0,0.6633972525596619,0.6633972525596619,0.3335477113723755,0.0030550092924386263,False,✗ 错误
他对这个结果非常失望，后来证明是数据统计出了错,right,1,右向(反因果),left,左向(因果),0,0.9674739837646484,0.9674739837646484,0.028338508680462837,0.004187486600130796,False,✗ 错误
这个理论听起来很完美，事实上在实践中根本行不通,right,1,右向(反因果),right,右向(反因果),1,0.5125548243522644,0.1895800530910492,0.5125548243522644,0.2978651225566864,True,✓ 正确
我以为他是个沉默寡言的人，没想到喝了酒之后这么能说,right,1,右向(反因果),right,右向(反因果),1,0.8749713897705078,0.12282893806695938,0.8749713897705078,0.0021996304858475924,True,✓ 正确
那首优美的旋律，原来出自一位名不见经传的作曲家,right,1,右向(反因果),right,右向(反因果),1,0.9996987581253052,0.00028168645803816617,0.9996987581253052,1.9614641132648103e-05,True,✓ 正确
我反复计算了好几遍，才发现自己用错了公式,right,1,右向(反因果),right,右向(反因果),1,0.5011184215545654,0.496069997549057,0.5011184215545654,0.0028116388712078333,True,✓ 正确
他的辞职让所有人感到意外，后来证明他是为了追求梦想,right,1,右向(反因果),right,右向(反因果),1,0.979836106300354,0.018584243953227997,0.979836106300354,0.0015796583611518145,True,✓ 正确
这支球队一直不被看好，事实上他们拥有强大的实力,right,1,右向(反因果),bidirectional,双向,2,0.9838687777519226,0.0009242286905646324,0.015206955373287201,0.9838687777519226,False,✗ 错误
我以为这只是一场普通的感冒，没想到会这么严重,right,1,右向(反因果),right,右向(反因果),1,0.8859339356422424,0.11152741312980652,0.8859339356422424,0.0025386677589267492,True,✓ 正确
那片贫瘠的土地，原来地下蕴藏着丰富的矿产,right,1,右向(反因果),right,右向(反因果),1,0.9998805522918701,0.00010546208795858547,0.9998805522918701,1.4010890481586102e-05,True,✓ 正确
我找遍了整个房间，才发现手机一直在我手里,right,1,右向(反因果),left,左向(因果),0,0.9796008467674255,0.9796008467674255,0.019524801522493362,0.0008743301732465625,False,✗ 错误
大家都在指责他，后来证明真正的错不在他,right,1,右向(反因果),right,右向(反因果),1,0.9997468590736389,0.00015963386977091432,0.9997468590736389,9.356117516290396e-05,True,✓ 正确
这个解释听起来合情合理，事实上完全经不起推敲,right,1,右向(反因果),right,右向(反因果),1,0.6108320355415344,0.21184967458248138,0.6108320355415344,0.17731831967830658,True,✓ 正确
我以为今天的会议会很长，没想到半小时就结束了,right,1,右向(反因果),right,右向(反因果),1,0.8935277462005615,0.10430223494768143,0.8935277462005615,0.002169994870200753,True,✓ 正确
那座山看起来不高，原来爬起来这么费劲,right,1,右向(反因果),right,右向(反因果),1,0.999963641166687,1.6334948668372817e-05,0.999963641166687,2.0059593225596473e-05,True,✓ 正确
我一直想不通他为什么生气，才发现是我无意中说错了话,right,1,右向(反因果),left,左向(因果),0,0.584496259689331,0.584496259689331,0.4112430214881897,0.004260705318301916,False,✗ 错误
这场战争的起因众说纷纭，后来证明只是一场误会,right,1,右向(反因果),right,右向(反因果),1,0.8727250695228577,0.0730551928281784,0.8727250695228577,0.054219767451286316,True,✓ 正确
他总是说自己很忙，事实上大部分时间都在偷懒,right,1,右向(反因果),right,右向(反因果),1,0.9752752780914307,0.0033534152898937464,0.9752752780914307,0.021371254697442055,True,✓ 正确
我以为我已经忘记他了，没想到再次相见心还是会痛,right,1,右向(反因果),right,右向(反因果),1,0.8713678121566772,0.1265805959701538,0.8713678121566772,0.0020515795331448317,True,✓ 正确
那个神秘的符号，原来是古代一种失传的文字,right,1,右向(反因果),right,右向(反因果),1,0.9999537467956543,3.518013181746937e-05,0.9999537467956543,1.1011366041202564e-05,True,✓ 正确
我调试了很久的程序，才发现是网络连接问题,right,1,右向(反因果),left,左向(因果),0,0.9465592503547668,0.9465592503547668,0.05221392586827278,0.0012268108548596501,False,✗ 错误
他起初的沉默被误解为默认，后来证明他只是在思考,right,1,右向(反因果),right,右向(反因果),1,0.9931704998016357,0.005339371971786022,0.9931704998016357,0.001490080263465643,True,✓ 正确
这件衣服看起来很便宜，事实上是昂贵的设计师品牌,right,1,右向(反因果),right,右向(反因果),1,0.812012791633606,0.010697389952838421,0.812012791633606,0.17728976905345917,True,✓ 正确
我以为自己准备得很充分，没想到面试官问的问题都超纲了,right,1,右向(反因果),right,右向(反因果),1,0.9006854891777039,0.097255177795887,0.9006854891777039,0.002059343969449401,True,✓ 正确
那家餐厅门可罗雀，原来是在进行内部装修,right,1,右向(反因果),right,右向(反因果),1,0.9999399185180664,3.427067713346332e-05,0.9999399185180664,2.5847804863587953e-05,True,✓ 正确
我一直找不到错误的原因，才发现是忽略了一个基本假设,right,1,右向(反因果),left,左向(因果),0,0.5125854015350342,0.5125854015350342,0.48270750045776367,0.004707099869847298,False,✗ 错误
大家都以为他会接受这份工作，后来证明他有更好的选择,right,1,右向(反因果),right,右向(反因果),1,0.9997816681861877,0.0001262942241737619,0.9997816681861877,9.205906098941341e-05,True,✓ 正确
他声称自己是专家，事实上对此领域一窍不通,right,1,右向(反因果),right,右向(反因果),1,0.9883288145065308,0.0010540634393692017,0.9883288145065308,0.010617137886583805,True,✓ 正确
我以为这只是个玩笑，没想到他真的这么做了,right,1,右向(反因果),right,右向(反因果),1,0.8822548389434814,0.11520025879144669,0.8822548389434814,0.002544844290241599,True,✓ 正确
那个失踪多年的宝藏，原来就藏在城市的下水道里,right,1,右向(反因果),right,右向(反因果),1,0.9999529123306274,3.5459466744214296e-05,0.9999529123306274,1.1644393453025259e-05,True,✓ 正确
我怎么也打不开这个文件，才发现是文件格式不兼容,right,1,右向(反因果),right,右向(反因果),1,0.49135464429855347,0.4890725314617157,0.49135464429855347,0.019572781398892403,True,✓ 正确
虽然天气很冷，但是大家的心里都暖洋洋的,bidirectional,2,双向,bidirectional,双向,2,0.9995835423469543,6.512357504107058e-05,0.0003513153933454305,0.9995835423469543,True,✓ 正确
他不仅学习成绩好，而且还乐于助人,bidirectional,2,双向,bidirectional,双向,2,0.9981837868690491,0.00010204126738244668,0.0017141100252047181,0.9981837868690491,True,✓ 正确
这个设计既美观又实用，得到了客户的一致好评,bidirectional,2,双向,right,右向(反因果),1,0.40929561853408813,0.19779588282108307,0.40929561853408813,0.3929084837436676,False,✗ 错误
一方面要保证速度，另一方面也要确保质量,bidirectional,2,双向,bidirectional,双向,2,0.9994038343429565,6.79164586472325e-05,0.0005282375495880842,0.9994038343429565,True,✓ 正确
尽管遇到了很多困难，但是我们从未想过放弃,bidirectional,2,双向,bidirectional,双向,2,0.9995014667510986,8.029954915400594e-05,0.00041816485463641584,0.9995014667510986,True,✓ 正确
他不仅是我的老师，更是我的朋友,bidirectional,2,双向,bidirectional,双向,2,0.9982213377952576,9.864326420938596e-05,0.0016799791483208537,0.9982213377952576,True,✓ 正确
这座城市既有古典的韵味，又有现代的繁华,bidirectional,2,双向,right,右向(反因果),1,0.876234769821167,0.008136307820677757,0.876234769821167,0.11562890559434891,False,✗ 错误
一方面，我们要鼓励创新；另一方面，也要防范风险,bidirectional,2,双向,bidirectional,双向,2,0.999390721321106,7.528530841227621e-05,0.0005339759518392384,0.999390721321106,True,✓ 正确
虽然这只是一个小小的进步，但却意义重大,bidirectional,2,双向,bidirectional,双向,2,0.9995972514152527,5.6818287703208625e-05,0.0003458929422777146,0.9995972514152527,True,✓ 正确
她不仅会说英语，还会说法语和德语,bidirectional,2,双向,bidirectional,双向,2,0.9988082647323608,8.728566172067076e-05,0.0011045034043490887,0.9988082647323608,True,✓ 正确
这道菜既保留了传统风味，又融入了新的创意,bidirectional,2,双向,bidirectional,双向,2,0.9715620875358582,0.0014600591966882348,0.026977883651852608,0.9715620875358582,True,✓ 正确
一方面要发展经济，另一方面也要保护环境，二者缺一不可,bidirectional,2,双向,bidirectional,双向,2,0.999401330947876,7.012192509137094e-05,0.0005285314982756972,0.999401330947876,True,✓ 正确
尽管过程很曲折，但是结局是美好的,bidirectional,2,双向,bidirectional,双向,2,0.9994634985923767,7.633573841303587e-05,0.00046019579167477787,0.9994634985923767,True,✓ 正确
这部电影不仅票房很高，而且口碑也非常好,bidirectional,2,双向,bidirectional,双向,2,0.902224600315094,0.015993965789675713,0.08178140968084335,0.902224600315094,True,✓ 正确
他既是公司的领导，也是团队的核心技术骨干,bidirectional,2,双向,bidirectional,双向,2,0.9971311092376709,0.00020803906954824924,0.0026608805637806654,0.9971311092376709,True,✓ 正确
一方面要肯定成绩，另一方面也要正视问题,bidirectional,2,双向,bidirectional,双向,2,0.9993971586227417,6.871900404803455e-05,0.000534126884303987,0.9993971586227417,True,✓ 正确
虽然外面下着大雨，但是屋子里很温暖,bidirectional,2,双向,bidirectional,双向,2,0.999600350856781,6.663855310762301e-05,0.000333089818013832,0.999600350856781,True,✓ 正确
他不仅在学术上有所建树，还在艺术上颇有造诣,bidirectional,2,双向,bidirectional,双向,2,0.9981940388679504,0.00010109682625625283,0.0017048381268978119,0.9981940388679504,True,✓ 正确
这次旅行既放松了心情，又增长了见识,bidirectional,2,双向,bidirectional,双向,2,0.9859617352485657,0.0013506999239325523,0.012687562964856625,0.9859617352485657,True,✓ 正确
对于这个问题，我们一方面要分析原因，另一方面要寻找对策,bidirectional,2,双向,bidirectional,双向,2,0.8374587893486023,0.026727255433797836,0.13581395149230957,0.8374587893486023,True,✓ 正确
尽管他年纪不大，但是显得非常成熟稳重,bidirectional,2,双向,bidirectional,双向,2,0.999481737613678,7.084757089614868e-05,0.000447376660304144,0.999481737613678,True,✓ 正确
这支队伍不仅拥有明星球员，而且团队配合非常默契,bidirectional,2,双向,bidirectional,双向,2,0.9850854277610779,0.0007356859277933836,0.014178905636072159,0.9850854277610779,True,✓ 正确
这套系统既要保证安全性，又要兼顾易用性,bidirectional,2,双向,bidirectional,双向,2,0.9326283931732178,0.004692524671554565,0.06267910450696945,0.9326283931732178,True,✓ 正确
一方面，我们需要引进先进技术；另一方面，也要坚持自主研发,bidirectional,2,双向,bidirectional,双向,2,0.9993909597396851,7.531404844485223e-05,0.0005337906186468899,0.9993909597396851,True,✓ 正确
虽然任务很艰巨，但是我们有信心完成它,bidirectional,2,双向,bidirectional,双向,2,0.9995937943458557,5.8286321291234344e-05,0.00034798297565430403,0.9995937943458557,True,✓ 正确
他不仅完成了自己的工作，还主动帮助同事,bidirectional,2,双向,bidirectional,双向,2,0.9981909394264221,0.0001015113593894057,0.0017075747018679976,0.9981909394264221,True,✓ 正确
这个方案既考虑了短期利益，也兼顾了长期发展,bidirectional,2,双向,bidirectional,双向,2,0.43267375230789185,0.170143723487854,0.39718255400657654,0.43267375230789185,True,✓ 正确
一方面要加强理论学习，另一方面要注重实践操作,bidirectional,2,双向,bidirectional,双向,2,0.9994029998779297,6.775945075787604e-05,0.000529169337823987,0.9994029998779297,True,✓ 正确
尽管比赛输了，但是队员们都尽了最大的努力,bidirectional,2,双向,bidirectional,双向,2,0.9994561076164246,8.151148358592764e-05,0.00046245151315815747,0.9994561076164246,True,✓ 正确
他不仅擅长理科，而且文科成绩也很优秀,bidirectional,2,双向,bidirectional,双向,2,0.9982104301452637,9.984340431401506e-05,0.001689709140919149,0.9982104301452637,True,✓ 正确
这种材料既轻便又坚固，应用前景广阔,bidirectional,2,双向,bidirectional,双向,2,0.9739026427268982,0.0011972821084782481,0.02490002103149891,0.9739026427268982,True,✓ 正确
一方面要满足市场需求，另一方面要引导消费观念,bidirectional,2,双向,bidirectional,双向,2,0.9994010925292969,6.890841177664697e-05,0.000530041113961488,0.9994010925292969,True,✓ 正确
虽然他很少说话，但是他的内心世界很丰富,bidirectional,2,双向,bidirectional,双向,2,0.9996024966239929,5.228705776971765e-05,0.000345171254593879,0.9996024966239929,True,✓ 正确
这门课程不仅知识点多，而且难度也比较大,bidirectional,2,双向,bidirectional,双向,2,0.710695207118988,0.03272577002644539,0.2565790116786957,0.710695207118988,True,✓ 正确
这既是一次挑战，也是一次难得的机遇,bidirectional,2,双向,bidirectional,双向,2,0.9890413880348206,0.0005655973800458014,0.010393042117357254,0.9890413880348206,True,✓ 正确
一方面要继承传统文化，另一方面也要与时俱进,bidirectional,2,双向,bidirectional,双向,2,0.9993958473205566,7.012167043285444e-05,0.0005340207717381418,0.9993958473205566,True,✓ 正确
尽管前路充满未知，但他依然选择勇敢前行,bidirectional,2,双向,bidirectional,双向,2,0.9994528889656067,8.139097189996392e-05,0.0004657249082811177,0.9994528889656067,True,✓ 正确
他不仅跑得快，而且耐力也非常好,bidirectional,2,双向,bidirectional,双向,2,0.9981985688209534,0.00010092418233398348,0.001700567896477878,0.9981985688209534,True,✓ 正确
这个机器人既能唱歌，也能跳舞,bidirectional,2,双向,right,右向(反因果),1,0.4186347424983978,0.1813981831073761,0.4186347424983978,0.3999670147895813,False,✗ 错误
在教育孩子时，一方面要严格要求，另一方面要多加鼓励,bidirectional,2,双向,left,左向(因果),0,0.9978505373001099,0.9978505373001099,0.0020085566211491823,0.00014096633822191507,False,✗ 错误
虽然我们相隔千里，但是心与心之间没有距离,bidirectional,2,双向,bidirectional,双向,2,0.9995700716972351,7.009298133198172e-05,0.00035983952693641186,0.9995700716972351,True,✓ 正确
这家餐厅不仅环境好，而且菜品味道也很棒,bidirectional,2,双向,bidirectional,双向,2,0.9479228258132935,0.0042506735771894455,0.047826558351516724,0.9479228258132935,True,✓ 正确
这既是对我们的考验，也是对我们的锻炼,bidirectional,2,双向,bidirectional,双向,2,0.9885115623474121,0.0006045211339369416,0.010883882641792297,0.9885115623474121,True,✓ 正确
一方面要埋头苦干，另一方面也要抬头看路,bidirectional,2,双向,bidirectional,双向,2,0.99940025806427,6.866954936413094e-05,0.0005311303539201617,0.99940025806427,True,✓ 正确
尽管他失败了很多次，但是他从未放弃过希望,bidirectional,2,双向,bidirectional,双向,2,0.9994671940803528,7.207986345747486e-05,0.00046069343807175756,0.9994671940803528,True,✓ 正确
他不仅是位优秀的科学家，还是一位杰出的教育家,bidirectional,2,双向,bidirectional,双向,2,0.9982130527496338,9.909010987030342e-05,0.001687819603830576,0.9982130527496338,True,✓ 正确
这次活动既丰富了大家的业余生活，又增进了同事间的友谊,bidirectional,2,双向,bidirectional,双向,2,0.9861807227134705,0.0012932661920785904,0.012525971978902817,0.9861807227134705,True,✓ 正确
一方面要抓住机遇，另一方面也要准备好迎接挑战,bidirectional,2,双向,bidirectional,双向,2,0.999397873878479,6.898596620885655e-05,0.0005331732681952417,0.999397873878479,True,✓ 正确
我根据菜谱的步骤，成功做出了一道美味的菜肴,left,0,左向(因果),left,左向(因果),0,0.9981367588043213,0.9981367588043213,0.0018367500742897391,2.645520362420939e-05,True,✓ 正确
他因为生病，所以缺席了昨天的会议,left,0,左向(因果),left,左向(因果),0,0.9976943135261536,0.9976943135261536,0.0022423299960792065,6.333703640848398e-05,True,✓ 正确
首先确定主题，然后搜集资料，最后撰写报告,left,0,左向(因果),left,左向(因果),0,0.9428223371505737,0.9428223371505737,0.056558478623628616,0.0006192181026563048,True,✓ 正确
看到这个消息后，他立刻通知了所有相关人员,left,0,左向(因果),left,左向(因果),0,0.9967865943908691,0.9967865943908691,0.003175831399857998,3.753688724827953e-05,True,✓ 正确
由于准备不足，这次的演讲效果并不理想,left,0,左向(因果),left,左向(因果),0,0.9993721842765808,0.9993721842765808,0.0006138560711406171,1.3928939551988151e-05,True,✓ 正确
他先是环顾四周，确认安全后才进入房间,left,0,左向(因果),left,左向(因果),0,0.9994667172431946,0.9994667172431946,0.0005242634215392172,9.04365151654929e-06,True,✓ 正确
