text,direction,pred_idx,pred_label,pred_label_cn,confidence,prob_left,prob_right,prob_bidirectional,route_final,p_nonleft
账户被冻结，其实是欠费了。,right,1,right,右向(反因果),0.8363170623779297,0.1595359742641449,0.8363170623779297,0.004146925173699856,bidir,0.8404639875516295
"Sales dropped sharply, apparently due to competitor pricing.",right,1,right,右向(反因果),0.8025434613227844,0.1906207948923111,0.8025434613227844,0.006835714913904667,bidir,0.8093791762366891
"The server crashed, it turned out the disk was full.",right,1,right,右向(反因果),0.9914230704307556,0.007434080820530653,0.9914230704307556,0.001142839901149273,bidir,0.9925659103319049
"She left early, the reason was a family emergency.",right,1,right,右向(反因果),0.9366767406463623,0.06046736612915993,0.9366767406463623,0.0028558499179780483,bidir,0.9395325905643404
"Project failed, it seems poor planning was to blame.",right,1,right,右向(反因果),0.9965594410896301,0.00273696007207036,0.9965594410896301,0.0007035962771624327,bidir,0.9972630373667926
网站打不开，原来是域名过期。,right,1,right,右向(反因果),0.9976147413253784,0.0018215778982266784,0.9976147413253784,0.0005637477152049541,bidir,0.9981784890405834
他拒绝了邀请，看来是档期冲突。,right,1,right,右向(反因果),0.9976447224617004,0.001788144581951201,0.9976447224617004,0.0005670776590704918,bidir,0.9982118001207709
货物延误，想来是海关检查。,right,1,right,右向(反因果),0.9947868585586548,0.004302383400499821,0.9947868585586548,0.0009106786455959082,bidir,0.9956975372042507
比赛取消，结果是场地被占。,right,1,right,右向(反因果),0.9964450001716614,0.002826275071129203,0.9964450001716614,0.0007286883192136884,bidir,0.9971736884908751
密码错误，其实是大小写问题。,right,1,right,右向(反因果),0.9973949193954468,0.0019500248599797487,0.9973949193954468,0.0006550929392687976,bidir,0.9980500123347156
"The flight was delayed, apparently weather conditions worsened.",right,1,right,右向(反因果),0.9972636699676514,0.002087714383378625,0.9972636699676514,0.0006486412603408098,bidir,0.9979123112279922
"He didn't answer, it turned out his phone died.",right,1,right,右向(反因果),0.9954213500022888,0.003744014073163271,0.9954213500022888,0.0008345870883204043,bidir,0.9962559370906092
"Production halted, the reason was equipment failure.",right,1,right,右向(反因果),0.9921408891677856,0.006750595755875111,0.9921408891677856,0.0011084805009886622,bidir,0.9932493696687743
"She didn't show up, it seems she forgot the meeting.",right,1,right,右向(反因果),0.9977935552597046,0.001645953394472599,0.9977935552597046,0.0005605546175502241,bidir,0.9983541098772548
灯突然灭了，原来是跳闸了。,right,1,right,右向(反因果),0.9946444034576416,0.004399482160806656,0.9946444034576416,0.0009561118786223233,bidir,0.9956005153362639
文件找不到，看来是被删除了。,right,1,right,右向(反因果),0.9960034489631653,0.0032105620484799147,0.9960034489631653,0.0007860141340643167,bidir,0.9967894630972296
客户投诉，想来是质量问题。,right,1,right,右向(反因果),0.9978258013725281,0.001604739809408784,0.9978258013725281,0.0005694004357792437,bidir,0.9983952018083073
预算超支，结果是需求变更频繁。,right,1,right,右向(反因果),0.996185839176178,0.0030521550215780735,0.996185839176178,0.0007619704701937735,bidir,0.9969478096463718
登录失败，其实是账号被禁用。,right,1,right,右向(反因果),0.9964752793312073,0.0028016287833452225,0.9964752793312073,0.0007230396149680018,bidir,0.9971983189461753
"The deal fell through, apparently they found a better offer.",right,1,right,右向(反因果),0.9965241551399231,0.002758328802883625,0.9965241551399231,0.0007174481288529932,bidir,0.9972416032687761
"System slowed down, it turned out malware infected it.",right,1,right,右向(反因果),0.9969287514686584,0.002413895446807146,0.9969287514686584,0.00065734947565943,bidir,0.9975861009443179
"He got fired, the reason was repeated violations.",right,1,right,右向(反因果),0.9406072497367859,0.056688182055950165,0.9406072497367859,0.0027046247851103544,bidir,0.9433118745218962
门打不开，原来是钥匙拿错了。,right,1,right,右向(反因果),0.9979382157325745,0.0015299308579415083,0.9979382157325745,0.000531837169546634,bidir,0.9984700529021211
订单没发货，看来是库存不足。,right,1,right,右向(反因果),0.9973545074462891,0.0020455222111195326,0.9973545074462891,0.0005999497370794415,bidir,0.9979544571833685
测试不通过，想来是环境配置错误。,right,1,right,右向(反因果),0.9976661205291748,0.0017013043398037553,0.9976661205291748,0.0006326343864202499,bidir,0.998298754915595
音响没声音，结果是线没插好。,right,1,right,右向(反因果),0.9961481094360352,0.0030580060556530952,0.9961481094360352,0.0007938428898341954,bidir,0.9969419523258694
"The app crashed, apparently the update had bugs.",right,1,right,右向(反因果),0.9957329630851746,0.0034434949047863483,0.9957329630851746,0.0008235120330937207,bidir,0.9965564751182683
车发动不了，原来是电池没电。,right,1,right,右向(反因果),0.9977245926856995,0.001721459673717618,0.9977245926856995,0.0005539856501854956,bidir,0.998278578335885
邮件没收到，看来是进垃圾箱了。,right,1,right,右向(反因果),0.9946334362030029,0.0044252872467041016,0.9946334362030029,0.000941278412938118,bidir,0.995574714615941
支付失败，想来是余额不足。,right,1,right,右向(反因果),0.9971869587898254,0.002185602206736803,0.9971869587898254,0.000627409724984318,bidir,0.9978143685148098
打印机不工作，结果是卡纸了。,right,1,right,右向(反因果),0.9504691958427429,0.04704245924949646,0.9504691958427429,0.002488408237695694,bidir,0.9529576040804386
"She declined the offer, it turned out she had another job.",right,1,right,右向(反因果),0.9963860511779785,0.002862214809283614,0.9963860511779785,0.0007517749327234924,bidir,0.997137826110702
会议室被占用，原来是有人提前预定。,right,1,right,右向(反因果),0.9978164434432983,0.0015690827276557684,0.9978164434432983,0.0006144616054370999,bidir,0.9984309050487354
代码报错，看来是版本不兼容。,right,1,right,右向(反因果),0.9977664947509766,0.001684940536506474,0.9977664947509766,0.0005486249574460089,bidir,0.9983151197084226
"Water leaked, it seems the pipe burst.",right,1,right,右向(反因果),0.8893865942955017,0.10731687396764755,0.8893865942955017,0.0032965473365038633,bidir,0.8926831416320056
视频加载不出来，想来是网速太慢。,right,1,right,右向(反因果),0.9978423118591309,0.0016079036286100745,0.9978423118591309,0.0005497394013218582,bidir,0.9983920512604527
"The store closed early, apparently there was a power outage.",right,1,right,右向(反因果),0.9900693297386169,0.008713423274457455,0.9900693297386169,0.0012172608403488994,bidir,0.9912865905789658
他没回复消息，原来是手机静音了。,right,1,right,右向(反因果),0.9975574016571045,0.0018483514431864023,0.9975574016571045,0.0005942402640357614,bidir,0.9981516419211403
"Package didn't arrive, the reason was incorrect address.",right,1,right,右向(反因果),0.9969751834869385,0.0023789042606949806,0.9969751834869385,0.0006459255237132311,bidir,0.9976211090106517
投资失败了，其实是市场判断错误。,right,1,right,右向(反因果),0.9960203766822815,0.0032012243755161762,0.9960203766822815,0.0007783888140693307,bidir,0.9967987654963508
电梯停了，结果是维护保养。,right,1,right,右向(反因果),0.924525797367096,0.07241445779800415,0.924525797367096,0.003059781389310956,bidir,0.9275855787564069
"She missed the deadline, it turned out she misread the date.",right,1,right,右向(反因果),0.9967683553695679,0.002544197253882885,0.9967683553695679,0.0006874415557831526,bidir,0.997455796925351
空调不制冷，原来是缺氟利昂。,right,1,right,右向(反因果),0.9975430965423584,0.0017568079056218266,0.9975430965423584,0.0007001761114224792,bidir,0.9982432726537809
"The website went down, apparently it was a DDoS attack.",right,1,right,右向(反因果),0.991055965423584,0.007753815967589617,0.991055965423584,0.001190248061902821,bidir,0.9922462134854868
考试取消，看来是试卷泄露。,right,1,right,右向(反因果),0.9952954649925232,0.003843560116365552,0.9952954649925232,0.0008609708165749907,bidir,0.9961564358090982
"He didn't get promoted, the reason was lack of leadership skills.",right,1,right,右向(反因果),0.9973840117454529,0.0019104204839095473,0.9973840117454529,0.0007055551977828145,bidir,0.9980895669432357
路被封了，想来是有施工。,right,0,left,左向(因果),0.9712938070297241,0.9712938070297241,0.02737913653254509,0.001327006728388369,forward,0.02870614326093346
"The concert was postponed, it seems the singer got sick.",right,1,right,右向(反因果),0.9939122200012207,0.00510970177128911,0.9939122200012207,0.0009780649561434984,bidir,0.9948902849573642
菜还没上，原来是厨房人手不够。,right,1,right,右向(反因果),0.9978085160255432,0.0015782910631969571,0.9978085160255432,0.0006132577545940876,bidir,0.9984217737801373
信号中断，结果是基站故障。,right,1,right,右向(反因果),0.8384665250778198,0.1576201319694519,0.8384665250778198,0.003913323860615492,bidir,0.8423798489384353
"The transaction failed, apparently the card expired.",right,1,right,右向(反因果),0.8723767995834351,0.12385024130344391,0.8723767995834351,0.003772968426346779,bidir,0.8761497680097818
会议改期，其实是老板临时出差。,right,1,right,右向(反因果),0.997917115688324,0.0015373871428892016,0.997917115688324,0.0005455021164380014,bidir,0.998462617804762
"Game server lagged, it turned out there was a massive login surge.",right,1,right,右向(反因果),0.9977213740348816,0.0016980788204818964,0.9977213740348816,0.0005805701366625726,bidir,0.9983019441715442
屏幕不显示，看来是显卡坏了。,right,1,right,右向(反因果),0.997863233089447,0.0015783775597810745,0.997863233089447,0.00055840821005404,bidir,0.9984216412995011
班车没来，想来是司机请假了。,right,1,right,右向(反因果),0.9975812435150146,0.0018483955645933747,0.9975812435150146,0.0005703738424926996,bidir,0.9981516173575073
"The order was rejected, the reason was insufficient credit.",right,1,right,右向(反因果),0.9974058270454407,0.0020080215763300657,0.9974058270454407,0.0005860821111127734,bidir,0.9979919091565534
快递退回，原来是地址写错了。,right,1,right,右向(反因果),0.9976404905319214,0.001796889235265553,0.9976404905319214,0.0005626622587442398,bidir,0.9982031527906656
"He withdrew from the competition, apparently he injured his leg.",right,1,right,右向(反因果),0.990921139717102,0.005744508467614651,0.990921139717102,0.00333442073315382,bidir,0.9942555604502559
复印机卡住，结果是纸张受潮。,right,1,right,右向(反因果),0.9977409839630127,0.001675053732469678,0.9977409839630127,0.0005839933292008936,bidir,0.9983249772922136
"The campaign failed, it seems the target audience was wrong.",right,1,right,右向(反因果),0.997310996055603,0.002079674042761326,0.997310996055603,0.0006093710544519126,bidir,0.9979203671100549
水龙头滴水，其实是垫圈老化。,right,1,right,右向(反因果),0.9913696050643921,0.007462774869054556,0.9913696050643921,0.001167595968581736,bidir,0.9925372010329738
空调漏水，原来是排水管堵了。,right,0,left,左向(因果),0.5751308798789978,0.5751308798789978,0.42118585109710693,0.00368332676589489,forward,0.4248691778630018
"Stock price surged, apparently a merger was announced.",right,1,right,右向(反因果),0.9809690713882446,0.01738879457116127,0.9809690713882446,0.0016420786269009113,bidir,0.9826111500151455
他被罚款，看来是违规操作。,right,1,right,右向(反因果),0.9975447058677673,0.0018792691407725215,0.9975447058677673,0.0005759500782005489,bidir,0.9981206559459679
"The bridge was closed, the reason was structural inspection.",right,1,right,右向(反因果),0.9929232597351074,0.006026468705385923,0.9929232597351074,0.0010503159137442708,bidir,0.9939735756488517
会议室很冷，想来是温度设置太低。,right,1,right,右向(反因果),0.997427761554718,0.00197693333029747,0.997427761554718,0.0005953246727585793,bidir,0.9980230862274766
打字很卡，结果是输入法占用太多资源。,right,1,right,右向(反因果),0.9920222759246826,0.0044656964018940926,0.9920222759246826,0.003512018360197544,bidir,0.9955342942848802
"She didn't receive the invitation, it turned out it went to spam.",right,1,right,右向(反因果),0.9968043565750122,0.002512193052098155,0.9968043565750122,0.0006834500818513334,bidir,0.9974878066568635
电脑重启，原来是自动更新。,right,1,right,右向(反因果),0.9912274479866028,0.007605158723890781,0.9912274479866028,0.0011674284469336271,bidir,0.9923948764335364
"The presentation failed, apparently the file was corrupted.",right,1,right,右向(反因果),0.9780312180519104,0.02021925337612629,0.9780312180519104,0.0017495695501565933,bidir,0.979780787602067
门铃不响，看来是电池耗尽。,right,1,right,右向(反因果),0.9971412420272827,0.002226431854069233,0.9971412420272827,0.0006323015550151467,bidir,0.9977735435822979
账单金额不对，其实是有隐藏费用。,right,1,right,右向(反因果),0.997921884059906,0.0015284125693142414,0.997921884059906,0.000549783231690526,bidir,0.9984716672915965
"He missed the train, the reason was traffic jam on the way.",right,1,right,右向(反因果),0.9964563250541687,0.0028318327385932207,0.9964563250541687,0.0007118163630366325,bidir,0.9971681414172053
Wi-Fi断了，想来是路由器过热。,right,1,right,右向(反因果),0.9764676690101624,0.021441711112856865,0.9764676690101624,0.0020906126592308283,bidir,0.9785582816693932
"The event was cancelled, it seems attendance was too low.",right,1,right,右向(反因果),0.9966387748718262,0.0026711614336818457,0.9966387748718262,0.000690042448695749,bidir,0.9973288173205219
手机发烫，结果是后台程序太多。,right,1,right,右向(反因果),0.9959296584129333,0.00326725491322577,0.9959296584129333,0.0008030243334360421,bidir,0.9967326827463694
"The deal was delayed, apparently regulatory approval was needed.",right,1,right,右向(反因果),0.9944548010826111,0.004618750885128975,0.9944548010826111,0.000926518754567951,bidir,0.995381319837179
打印颜色不对，原来是墨盒快空了。,right,1,right,右向(反因果),0.9972432851791382,0.002126769395545125,0.9972432851791382,0.0006299008964560926,bidir,0.9978731860755943
"She changed her mind, it turned out she got a better opportunity.",right,1,right,右向(反因果),0.9976956248283386,0.0017383027588948607,0.9976956248283386,0.0005660000024363399,bidir,0.998261624830775
"Project was rejected, the reason was budget constraints.",right,1,right,右向(反因果),0.9970881342887878,0.0020792093127965927,0.9970881342887878,0.000832725374493748,bidir,0.9979208596632816
服务器宕机，可数据还是保住了。,bidirectional,2,bidirectional,双向,0.9930169582366943,0.004914323333650827,0.0020686981733888388,0.9930169582366943,bidir,0.9950856564100832
代码很乱，但是跑得飞快。,bidirectional,2,bidirectional,双向,0.9956652522087097,0.003419802989810705,0.0009150501573458314,0.9956652522087097,bidir,0.9965803023660555
"Traffic was jammed, yet the filming continued.",bidirectional,2,bidirectional,双向,0.7732746601104736,0.21779288351535797,0.008932504802942276,0.7732746601104736,bidir,0.7822071649134159
"System is fast, however it consumes too much memory.",bidirectional,2,bidirectional,双向,0.9969710111618042,0.0024544084444642067,0.000574495701584965,0.9969710111618042,bidir,0.9975455068633892
价格很高，可还是卖断货了。,bidirectional,2,bidirectional,双向,0.9954962730407715,0.0035798167809844017,0.000923873158171773,0.9954962730407715,bidir,0.9964201461989433
他很累，但坚持完成了任务。,bidirectional,2,bidirectional,双向,0.99522864818573,0.003949841950088739,0.0008214889094233513,0.99522864818573,bidir,0.9960501370951533
"The device is old, but still works perfectly.",bidirectional,2,bidirectional,双向,0.9969115853309631,0.0025520287454128265,0.0005365037359297276,0.9969115853309631,bidir,0.9974480890668929
预算紧张，却没影响质量。,bidirectional,2,bidirectional,双向,0.9669708013534546,0.013860611245036125,0.01916852965950966,0.9669708013534546,bidir,0.9861393310129642
"She's young, however she's extremely experienced.",bidirectional,2,bidirectional,双向,0.994371771812439,0.004115690011531115,0.0015125998761504889,0.994371771812439,bidir,0.9958843716885895
天气很冷，可是大家都来了。,bidirectional,2,bidirectional,双向,0.9960911870002747,0.0031334045343101025,0.0007754092803224921,0.9960911870002747,bidir,0.9968665962805972
功能简单，但是非常实用。,bidirectional,2,bidirectional,双向,0.9969876408576965,0.002473699627444148,0.0005386446719057858,0.9969876408576965,bidir,0.9975262855296023
"The plan was risky, yet they proceeded anyway.",bidirectional,2,bidirectional,双向,0.9966004490852356,0.002804717980325222,0.0005948308389633894,0.9966004490852356,bidir,0.997195279924199
设备落后，偏偏效率最高。,bidirectional,2,bidirectional,双向,0.9947604537010193,0.004298069514334202,0.0009413986117579043,0.9947604537010193,bidir,0.9957018523127772
"He studied little, still he passed the exam.",bidirectional,2,bidirectional,双向,0.9860042929649353,0.012309359386563301,0.0016863509081304073,0.9860042929649353,bidir,0.9876906438730657
房子很小，不过位置极佳。,bidirectional,2,bidirectional,双向,0.9970340728759766,0.0024283372331410646,0.000537618703674525,0.9970340728759766,bidir,0.9975716915796511
"The team is small, but highly efficient.",bidirectional,2,bidirectional,双向,0.996755063533783,0.0026871722657233477,0.0005577881238423288,0.996755063533783,bidir,0.9973128516576253
工资不高，可是福利很好。,bidirectional,2,bidirectional,双向,0.9968076944351196,0.002612276002764702,0.000580038467887789,0.9968076944351196,bidir,0.9973877329030074
"She's busy, yet always finds time for family.",bidirectional,2,bidirectional,双向,0.9963622689247131,0.002887412905693054,0.0007502900552935898,0.9963622689247131,bidir,0.9971125589800067
界面丑陋，然而用户体验出色。,bidirectional,2,bidirectional,双向,0.9953291416168213,0.00349630368873477,0.0011745510855689645,0.9953291416168213,bidir,0.9965036927023903
"The car is cheap, however maintenance costs are high.",bidirectional,2,bidirectional,双向,0.9969319105148315,0.002534694503992796,0.0005333803128451109,0.9969319105148315,bidir,0.9974652908276767
人手不足，可项目还是按时完成。,bidirectional,2,bidirectional,双向,0.9964234232902527,0.0029359287582337856,0.0006405442836694419,0.9964234232902527,bidir,0.9970639675739221
"He's quiet, but his ideas are brilliant.",bidirectional,2,bidirectional,双向,0.9968801736831665,0.0025419993326067924,0.0005778191261924803,0.9968801736831665,bidir,0.997457992809359
路程很远，却没人抱怨。,bidirectional,2,bidirectional,双向,0.9933760762214661,0.0051621017046272755,0.0014617362758144736,0.9933760762214661,bidir,0.9948378124972805
"The method is simple, still highly effective.",bidirectional,2,bidirectional,双向,0.9967395663261414,0.0025993743911385536,0.0006610869895666838,0.9967395663261414,bidir,0.997400653315708
成本低，可是质量没打折扣。,bidirectional,2,bidirectional,双向,0.8795748353004456,0.025543328374624252,0.0948818027973175,0.8795748353004456,bidir,0.9744566380977631
"She's strict, yet students love her.",bidirectional,2,bidirectional,双向,0.9964737296104431,0.0027961579617112875,0.0007301340228877962,0.9964737296104431,bidir,0.9972038636333309
风险很大，但是回报丰厚。,bidirectional,2,bidirectional,双向,0.997015118598938,0.0024545169435441494,0.0005303084035404027,0.997015118598938,bidir,0.9975454270024784
"The design is plain, however it's very elegant.",bidirectional,2,bidirectional,双向,0.9967190623283386,0.002612043870612979,0.0006688659195788205,0.9967190623283386,bidir,0.9973879282479174
时间紧迫，可还是做得很细致。,bidirectional,2,bidirectional,双向,0.9969735145568848,0.002476081717759371,0.0005503345746546984,0.9969735145568848,bidir,0.9975238491315395
"He's young, but already leads a large team.",bidirectional,2,bidirectional,双向,0.9964308738708496,0.0029589778278023005,0.0006100235623307526,0.9964308738708496,bidir,0.9970408974331804
设备简陋，却出了好作品。,bidirectional,2,bidirectional,双向,0.9964851140975952,0.002904738998040557,0.0006100567989051342,0.9964851140975952,bidir,0.9970951708965003
"The rule is strict, yet flexible when needed.",bidirectional,2,bidirectional,双向,0.9969525337219238,0.002463968936353922,0.0005835318588651717,0.9969525337219238,bidir,0.997536065580789
价格便宜，可是性能不输贵的。,bidirectional,2,bidirectional,双向,0.9943846464157104,0.004063822794705629,0.0015515174018219113,0.9943846464157104,bidir,0.9959361638175324
"She's new, however she learns incredibly fast.",bidirectional,2,bidirectional,双向,0.9966193437576294,0.002699957462027669,0.0006806591409258544,0.9966193437576294,bidir,0.9973000028985552
流程复杂，但是很少出错。,bidirectional,2,bidirectional,双向,0.9965218305587769,0.0027718236669898033,0.0007063233642838895,0.9965218305587769,bidir,0.9972281539230607
"The game is difficult, still addictive.",bidirectional,2,bidirectional,双向,0.9959618449211121,0.003351382678374648,0.0006868853233754635,0.9959618449211121,bidir,0.9966487302444875
办公室很小，可是氛围很温馨。,bidirectional,2,bidirectional,双向,0.9962661862373352,0.002938333433121443,0.000795489177107811,0.9962661862373352,bidir,0.997061675414443
"He's reserved, yet very persuasive in meetings.",bidirectional,2,bidirectional,双向,0.9965795874595642,0.002726344857364893,0.0006940563325770199,0.9965795874595642,bidir,0.9972736437921412
菜品单一，偏偏每道都精致。,bidirectional,2,bidirectional,双向,0.9957634210586548,0.0032699008006602526,0.0009665808756835759,0.9957634210586548,bidir,0.9967300019343384
"The interface is cluttered, but users don't complain.",bidirectional,2,bidirectional,双向,0.9968158602714539,0.0026327860541641712,0.0005513232317753136,0.9968158602714539,bidir,0.9973671835032292
竞争激烈，可我们还是占据优势。,bidirectional,2,bidirectional,双向,0.9967669248580933,0.002609619637951255,0.0006234815227799118,0.9967669248580933,bidir,0.9973904063808732
"She's introverted, still she's an excellent presenter.",bidirectional,2,bidirectional,双向,0.9925220608711243,0.0053110020235180855,0.002166896592825651,0.9925220608711243,bidir,0.9946889574639499
工具简单，然而能解决复杂问题。,bidirectional,2,bidirectional,双向,0.99616539478302,0.0029610793571919203,0.0008735855226404965,0.99616539478302,bidir,0.9970389803056605
"The course is hard, yet enrollment keeps growing.",bidirectional,2,bidirectional,双向,0.9967648983001709,0.0025842536706477404,0.0006508543156087399,0.9967648983001709,bidir,0.9974157526157796
团队年轻，可是经验丰富。,bidirectional,2,bidirectional,双向,0.9968444108963013,0.002584459725767374,0.0005710668046958745,0.9968444108963013,bidir,0.9974154777009971
"He's frugal, but generous to those in need.",bidirectional,2,bidirectional,双向,0.996148943901062,0.0030076599214226007,0.0008433932671323419,0.996148943901062,bidir,0.9969923371681944
产品昂贵，却供不应求。,bidirectional,2,bidirectional,双向,0.9963030815124512,0.0029013738967478275,0.0007955186301842332,0.9963030815124512,bidir,0.9970986001426354
"The policy is unpopular, still it's necessary.",bidirectional,2,bidirectional,双向,0.9960758090019226,0.0030369528103619814,0.0008872627513483167,0.9960758090019226,bidir,0.9969630717532709
天气恶劣，可是演出照常进行。,bidirectional,2,bidirectional,双向,0.9925063252449036,0.005218377336859703,0.0022752920631319284,0.9925063252449036,bidir,0.9947816173080355
"She's demanding, yet her team is very loyal.",bidirectional,2,bidirectional,双向,0.9967787861824036,0.002574214478954673,0.0006470608641393483,0.9967787861824036,bidir,0.9974258470465429
工期短，但质量没有妥协。,bidirectional,2,bidirectional,双向,0.9966781139373779,0.002647891640663147,0.0006740841781720519,0.9966781139373779,bidir,0.99735219811555
"The restaurant is remote, however always fully booked.",bidirectional,2,bidirectional,双向,0.9964320659637451,0.0029589813202619553,0.000608834030572325,0.9964320659637451,bidir,0.9970408999943174
材料普通，偏偏做出了高级感。,bidirectional,2,bidirectional,双向,0.9967418313026428,0.0026223273016512394,0.0006357625825330615,0.9967418313026428,bidir,0.9973775938851759
"He's blunt, still people trust his judgment.",bidirectional,2,bidirectional,双向,0.9948195815086365,0.0038605264853686094,0.0013199071399867535,0.9948195815086365,bidir,0.9961394886486232
投入少，可是收益可观。,bidirectional,2,bidirectional,双向,0.9970274567604065,0.0024402071721851826,0.0005323905497789383,0.9970274567604065,bidir,0.9975598473101854
"The task is tedious, yet someone must do it.",bidirectional,2,bidirectional,双向,0.9967370629310608,0.0026120911352336407,0.0006508361548185349,0.9967370629310608,bidir,0.9973878990858793
屏幕小，不过显示效果惊艳。,bidirectional,2,bidirectional,双向,0.996726393699646,0.0026844723615795374,0.0005891246837563813,0.996726393699646,bidir,0.9973155183834024
"She's inexperienced, but compensates with enthusiasm.",bidirectional,2,bidirectional,双向,0.9953910112380981,0.003472700482234359,0.0011362632503733039,0.9953910112380981,bidir,0.9965272744884714
环境嘈杂，然而能静下心工作。,bidirectional,2,bidirectional,双向,0.9960571527481079,0.003261297009885311,0.0006816051318310201,0.9960571527481079,bidir,0.9967387578799389
"The book is thick, still easy to read.",bidirectional,2,bidirectional,双向,0.99626225233078,0.003103486495092511,0.0006342167616821826,0.99626225233078,bidir,0.9968964690924622
起步晚，可是追赶速度快。,bidirectional,2,bidirectional,双向,0.9966487288475037,0.002750603249296546,0.0006006972980685532,0.9966487288475037,bidir,0.9972494261455722
"He's traditional, yet open to new ideas.",bidirectional,2,bidirectional,双向,0.9965144991874695,0.0028906757943332195,0.0005947794998064637,0.9965144991874695,bidir,0.997109278687276
条件艰苦，却培养出优秀人才。,bidirectional,2,bidirectional,双向,0.9962835907936096,0.0029963392298668623,0.0007200822001323104,0.9962835907936096,bidir,0.9970036729937419
"The software is old, however still widely used.",bidirectional,2,bidirectional,双向,0.996871292591095,0.002579486696049571,0.0005492044147104025,0.996871292591095,bidir,0.9974204970058054
投入大，可是回报期很长。,bidirectional,2,bidirectional,双向,0.9962634444236755,0.0029126135632395744,0.0008239507442340255,0.9962634444236755,bidir,0.9970873951679096
"She's soft-spoken, still commands respect.",bidirectional,2,bidirectional,双向,0.9966623783111572,0.0026842996012419462,0.0006533344858326018,0.9966623783111572,bidir,0.9973157127969898
流量小，但是转化率高。,bidirectional,2,bidirectional,双向,0.99704509973526,0.0024307367857545614,0.0005241459002718329,0.99704509973526,bidir,0.9975692456355318
"The process is manual, yet remarkably accurate.",bidirectional,2,bidirectional,双向,0.9966005682945251,0.0028184468392282724,0.0005810516886413097,0.9966005682945251,bidir,0.9971816199831665
配置低，偏偏运行流畅。,bidirectional,2,bidirectional,双向,0.9461461901664734,0.04965661093592644,0.004197244998067617,0.9461461901664734,bidir,0.950343435164541
"He's modest, but his achievements speak volumes.",bidirectional,2,bidirectional,双向,0.9969233870506287,0.00251986482180655,0.000556793762370944,0.9969233870506287,bidir,0.9974801808129996
规模小，可是影响力大。,bidirectional,2,bidirectional,双向,0.9968576431274414,0.002592077013105154,0.0005502706044353545,0.9968576431274414,bidir,0.9974079137318768
"The product is niche, still profitable.",bidirectional,2,bidirectional,双向,0.9970230460166931,0.0024497471749782562,0.0005272144335322082,0.9970230460166931,bidir,0.9975502604502253
警报响了，吵醒了所有人。,left,0,left,左向(因果),0.9994495511054993,0.9994495511054993,0.0004372849070932716,0.00011318486940581352,forward,0.0005504697764990851
他是一名矿工，而且是经验丰富的矿工。,left,0,left,左向(因果),0.999464213848114,0.999464213848114,0.0004372913099359721,9.853040683083236e-05,forward,0.0005358217167668045
"He practiced hard, so he won the championship.",left,0,left,左向(因果),0.9978392720222473,0.9978392720222473,0.001123590860515833,0.001037124078720808,forward,0.002160714939236641
会议结束，大家各自散去。,left,0,left,左向(因果),0.9995105266571045,0.9995105266571045,0.00039507809560745955,9.439072164241225e-05,forward,0.0004894688172498718
